Features,Accuracy,Precision,Recall,F1
36,0.9987166666666667,0.9967719156662967,0.9954664517428975,0.9961187559856848
70,0.9985166666666667,0.9965673902069662,0.9944589965746524,0.9955120770510817
26,0.9974166666666666,0.9941337109335491,0.9902276848680234,0.9921768535809822
20,0.9958833333333333,0.9947858092219609,0.9802538787023978,0.9874663825036789
